Date,Value
2021/11/11,829053692.5
2021/11/12,309495740.2
2021/11/13,490505372.2
2021/11/14,168246880.6
2021/11/15,214318500
2021/11/16,348327874.2
2021/11/17,831553555.7
2021/11/18,549940655.7
2021/11/19,810589480.7
2021/11/20,479879941.5
2021/11/21,233278784.7
2021/11/22,174269411.8
2021/11/23,494762556.3
2021/11/24,480199475.9
2021/11/25,332409438.8
2021/11/26,289094884.2
2021/11/27,777492583
2021/11/28,277078998.5
2021/11/29,252736299.4
2021/11/30,367826530.5
2021/12/1,522506214.2
2021/12/2,479668944.2
2021/12/3,431885271.3
2021/12/4,505379017.8
2021/12/5,1243669816
2021/12/6,618347670.1
2021/12/7,595736795.6
2021/12/8,308543486.2
2021/12/9,301494308.8
2021/12/10,355604123.6
2021/12/11,337628656.5
2021/12/12,212503434.7
2021/12/13,202841550.6
2021/12/14,503961475.6
2021/12/15,345859882.6
